Code,Date,Open,High,Low,Close,Volume
TOLL,20260722,27.17,27.19,27.07,27.19,15437
TON,20260722,0.002,0.002,0.002,0.002,0
TOP,20260722,0.565,0.565,0.565,0.565,0
TOR,20260722,0.22,0.22,0.2,0.205,954579
TOT,20260722,0.41,0.41,0.405,0.41,36677
TOU,20260722,0.002,0.002,0.002,0.002,0
TPC,20260722,3.7,3.7,3.45,3.45,4089
TPG,20260722,3.53,3.54,3.48,3.54,1774428
TPW,20260722,4.95,5,4.81,4.95,588393
TR2,20260722,0.285,0.325,0.285,0.325,131413
TR8,20260722,0.015,0.015,0.015,0.015,0
TRA,20260722,7.03,7.03,7.03,7.03,0
TRE,20260722,0.29,0.29,0.275,0.275,395905
TRI,20260722,0.018,0.019,0.017,0.019,745970
TRJ,20260722,0.22,0.23,0.205,0.21,419053
TRM,20260722,0.047,0.047,0.047,0.047,0
TRP,20260722,0.095,0.095,0.095,0.095,0
TRU,20260722,0.014,0.014,0.013,0.013,805013
TSK,20260722,0.08,0.08,0.08,0.08,0
TSKO,20260722,0.021,0.021,0.021,0.021,0
TSL,20260722,0.007,0.007,0.007,0.007,120000
TSO,20260722,0.88,0.88,0.82,0.87,29848
TSR,20260722,0.024,0.024,0.024,0.024,0
TTM,20260722,0.58,0.605,0.575,0.58,220524
TTMOA,20260722,0.09,0.09,0.09,0.09,0
TTT,20260722,0.195,0.2,0.185,0.19,1412612
TTX,20260722,6.85,6.86,6.65,6.65,21213
TUA,20260722,2.2,2.23,2.18,2.2,1337970
TVL,20260722,0.059,0.059,0.059,0.059,0
TVN,20260722,0.28,0.3,0.28,0.295,1681568
TVNOA,20260722,0.27,0.27,0.27,0.27,0
TVNOB,20260722,0.15,0.15,0.15,0.15,0
TWD,20260722,2.56,2.56,2.56,2.56,0
TWE,20260722,4.6,4.69,4.58,4.65,2794756
TWL,20260722,0.13,0.13,0.13,0.13,20001
TWR,20260722,1.565,1.575,1.56,1.56,528
TXR,20260722,0.005,0.005,0.005,0.005,100000
TYR,20260722,0.83,0.85,0.815,0.83,875647
TYX,20260722,0.003,0.003,0.003,0.003,363068
TZL,20260722,0.029,0.029,0.029,0.029,0
TZN,20260722,0.02,0.02,0.02,0.02,50241
U100,20260722,16.51,16.51,16,16.01,44165
UBI,20260722,0.014,0.014,0.014,0.014,0
UBIO,20260722,0.04,0.04,0.04,0.04,0
UBN,20260722,0.64,0.64,0.64,0.64,0
UCM,20260722,0.012,0.012,0.012,0.012,0
ULTB,20260722,85.84,85.84,85.84,85.84,100
UM1,20260722,0.094,0.097,0.094,0.096,91693
UMAX,20260722,26.2,26.3,26.2,26.2,11981
UNI,20260722,7.32,7.32,7.09,7.11,179763
UNT,20260722,0.007,0.0075,0.007,0.0075,464226
UOS,20260722,0.695,0.695,0.69,0.69,42594
URAN,20260722,14.8,15.17,14.8,15.11,734
URF,20260722,0.16,0.16,0.155,0.16,699493
URNM,20260722,9.52,9.7,9.52,9.68,90960
US10,20260722,49.44,49.44,49.36,49.36,746
USC,20260722,0.021,0.023,0.02,0.02,1747168
USCO,20260722,0.007,0.007,0.007,0.007,0
USD,20260722,14.52,14.55,14.52,14.55,360
USHY,20260722,9.95,9.99,9.88,9.99,1375
USIG,20260722,9.18,9.18,9.18,9.18,0
USL,20260722,0.64,0.695,0.635,0.69,2512446
USM,20260722,0.01,0.01,0.01,0.01,100000
USTB,20260722,8.77,8.77,8.76,8.76,29273
UTIP,20260722,25.485,25.51,25.48,25.51,2070
UWC,20260722,0.054,0.055,0.054,0.055,335749
UYLD,20260722,10.6,10.6,10.4,10.43,6658
V1AC,20260722,2.73,2.74,2.73,2.74,774459
V500,20260722,55.13,55.25,55.07,55.15,29461
V5AH,20260722,54.86,54.86,54.68,54.68,883
VACF,20260722,50.94,50.95,50.88,50.89,8009
VAE,20260722,109.87,110.2,108.21,108.27,8278
VAF,20260722,45.25,45.26,45.2,45.21,490685
VAL,20260722,0.21,0.22,0.195,0.2,1054835
VAN,20260722,0.034,0.034,0.032,0.032,277000
VANO,20260722,0.01,0.01,0.01,0.01,0
VAP,20260722,92,92.5,90.95,91.29,49690
VAR,20260722,0.0035,0.004,0.003,0.004,1892428
VAS,20260722,109.01,109.5,108.92,109.16,550555
VAU,20260722,4.9,5.1,4.87,5.06,6862617
VBAL,20260722,20.27,20.34,20.25,20.34,5938
VBC,20260722,0.2,0.21,0.2,0.2,66627
VBLD,20260722,77.15,77.15,76.72,76.98,18743
VBND,20260722,39.25,39.25,39.19,39.21,118992
VBS,20260722,0.175,0.175,0.15,0.15,100034
VBTC,20260722,19.3,19.3,19.02,19.07,21200
VBX,20260722,0.5,0.515,0.48,0.48,69398
VCF,20260722,36.43,36.43,36.36,36.41,13161
VCX,20260722,2.64,2.655,2.62,2.64,7272899
VDAL,20260722,57.5,57.55,57.38,57.45,29636
VDBA,20260722,59.67,59.68,59.53,59.55,30287
VDCO,20260722,54.69,54.7,54.59,54.59,5790
VDGR,20260722,67.63,67.67,67.5,67.51,18200
VDHG,20260722,75.5,75.81,75.5,75.68,48139
VDIF,20260722,53.27,53.3,53.14,53.28,4137
VEA,20260722,2.43,2.51,2.43,2.5,5552586
VEE,20260722,0.525,0.53,0.525,0.53,19778
VEFI,20260722,42.34,42.34,42.27,42.28,221
VEN,20260722,0.002,0.002,0.002,0.002,6613331
VEQ,20260722,90.17,90.17,89.83,89.93,9550
VESG,20260722,117.8,118,117.62,117.62,12873
VETH,20260722,67.5,67.52,67.12,67.49,42135
VEU,20260722,118.2,118.5,117.81,117.86,64246
VFX,20260722,0.061,0.061,0.061,0.061,0
VFY,20260722,2.81,2.81,2.81,2.81,0
VGAD,20260722,129,129.08,128.7,128.7,175522
VGB,20260722,45.77,45.79,45.72,45.72,195394
VGE,20260722,92.95,93.37,92.14,92.14,35471
VGL,20260722,2.02,2.08,2.01,2.035,12264
VGN,20260722,2.84,2.84,2.71,2.71,1064527
VGRO,20260722,20.27,20.27,20.25,20.25,3784
VGS,20260722,159.19,159.4,159.03,159.26,627609
VHGR,20260722,20.34,20.34,20.34,20.34,250
VHL,20260722,0.0115,0.012,0.011,0.012,106700
VHM,20260722,0.24,0.245,0.23,0.24,1200216
VHY,20260722,83.46,84.02,83.46,83.87,152273
VIF,20260722,35.79,35.8,35.71,35.71,40241
VIG,20260722,0.041,0.041,0.041,0.041,0
VIHY,20260722,54.36,54.59,54.36,54.58,5946
VISM,20260722,75.45,75.45,75.16,75.16,21788
VIT,20260722,0.032,0.032,0.03,0.03,194323
VKA,20260722,0.011,0.011,0.01,0.01,730002
VLC,20260722,90.32,90.77,90.29,90.29,6344
VLS,20260722,2.52,2.52,2.52,2.52,0
VLUE,20260722,37.01,37.01,36.87,36.91,58800
VMC,20260722,0.2525,0.2525,0.25,0.2525,6449
VMIN,20260722,61.5,61.56,61.4,61.54,738
VML,20260722,0.105,0.105,0.1,0.1,9405
VMM,20260722,3.16,3.22,3.06,3.1,491602
VMS,20260722,0.089,0.089,0.089,0.089,0
VMSO,20260722,0.005,0.005,0.005,0.005,0
VMT,20260722,0.11,0.11,0.11,0.11,9136
VNGS,20260722,3.8,3.8,3.8,3.8,4873
VNL,20260722,0.05,0.052,0.05,0.052,296878
VNT,20260722,6.14,6.17,5.95,5.98,2067472
VOLT,20260722,6.4,6.4,6.4,6.4,0
VPR,20260722,0.11,0.11,0.11,0.11,15883
VR1,20260722,0.024,0.024,0.022,0.022,1822630
VR1O,20260722,0.009,0.009,0.009,0.009,0
VR8,20260722,0.013,0.013,0.013,0.013,213394
VR8O,20260722,0.006,0.006,0.006,0.006,0
VRC,20260722,0.0055,0.0055,0.0055,0.0055,0
VRL,20260722,0.013,0.013,0.013,0.013,102800
VRS,20260722,0.053,0.053,0.053,0.053,0
VRX,20260722,0.038,0.039,0.036,0.039,300837
VRXO,20260722,0.006,0.006,0.006,0.006,0
VSL,20260722,5.35,5.36,5.21,5.33,45438
VSO,20260722,70.86,71.19,70.76,71.04,114374
VSR,20260722,0.025,0.027,0.025,0.026,194158
VTA,20260722,0.028,0.03,0.028,0.03,52580
VTEK,20260722,63.19,63.7,63,63,2163
VTKH,20260722,62.99,63.01,62.59,62.63,373
VTM,20260722,1.44,1.465,1.42,1.42,87820
VTS,20260722,527.46,528.24,526.41,527.61,20810
VTX,20260722,0.098,0.105,0.098,0.105,346665
VTXO,20260722,0.059,0.059,0.059,0.059,0
VUL,20260722,2.66,2.72,2.63,2.64,1753279
VVA,20260722,1.515,1.515,1.47,1.47,14084
VVLU,20260722,79.91,79.91,79.51,79.89,28183
VYS,20260722,0.99,1.005,0.985,1,653280
W2V,20260722,0.057,0.057,0.057,0.057,711
WA1,20260722,11.06,11.62,11.06,11.52,135583
WAA,20260722,1.165,1.18,1.15,1.175,359826
WAF,20260722,2.93,2.95,2.87,2.93,4014955
WAG,20260722,0.57,0.57,0.57,0.57,0
WAK,20260722,0.006,0.006,0.006,0.006,140000
WAM,20260722,1.58,1.58,1.56,1.56,391077
WAR,20260722,1.11,1.11,1.1,1.1,148429
WAT,20260722,5.27,5.27,5.27,5.27,405
WAU,20260722,0.017,0.017,0.016,0.016,2132915
WAX,20260722,1.07,1.075,1.055,1.065,184517
WBC,20260722,36.22,36.43,36.07,36.34,2383554
WBCPJ,20260722,101.74,101.828,101.63,101.66,8689
WBCPK,20260722,104.78,105.25,104.44,104.44,6309
WBCPL,20260722,104.72,105.25,104.36,105.218,5318
WBCPM,20260722,107.46,107.46,106.801,107.25,19735
WBND,20260722,49.41,49.44,49.34,49.34,34374
WBT,20260722,5.62,5.89,5,5.11,3000518
WC1,20260722,0.014,0.014,0.014,0.014,198859
WC1O,20260722,0.004,0.004,0.004,0.004,1095083
WC8,20260722,0.375,0.385,0.355,0.36,4086806
WCE,20260722,0.1,0.105,0.097,0.098,1378565
WCMQ,20260722,10.39,10.39,10.26,10.26,63546
WCN,20260722,0.017,0.019,0.017,0.018,18655392
WDIV,20260722,21.33,21.35,21.28,21.33,40840
WDMF,20260722,54.5,54.59,54.49,54.5,7646
WDS,20260722,31.41,31.65,31.25,31.65,3940557
WEB,20260722,2.36,2.45,2.35,2.43,2266300
WEC,20260722,0.175,0.185,0.17,0.18,35426
WEL,20260722,0.0015,0.0015,0.0015,0.0015,0
WEMG,20260722,28.69,28.79,28.62,28.65,1588
WES,20260722,91.26,91.69,89.8,89.9,1531348
WGB,20260722,2.2,2.26,2.2,2.24,284814
WGN,20260722,4.02,4.13,4.015,4.06,307247
WGR,20260722,0.088,0.095,0.087,0.088,368332
WGX,20260722,4.7,4.865,4.52,4.85,7098206
WHC,20260722,7.56,7.67,7.52,7.64,2353965
WHF,20260722,4.78,4.83,4.74,4.74,52863
WHFPA,20260722,1,1,1,1,0
WHI,20260722,1.335,1.34,1.315,1.315,325298
WHK,20260722,0.004,0.0045,0.004,0.0045,212483
WHKOA,20260722,0.001,0.001,0.001,0.001,0
WIA,20260722,0.425,0.445,0.425,0.435,351897
WIN,20260722,0.018,0.018,0.017,0.017,869999
WINO,20260722,0.003,0.003,0.003,0.003,0
WIRE,20260722,22.11,22.48,22.11,22.3,106746
WJL,20260722,0.4,0.41,0.395,0.395,633876
WLE,20260722,1.38,1.385,1.375,1.385,266041
WMA,20260722,0.995,1,0.995,1,76742
WMG,20260722,0.16,0.165,0.16,0.165,10910
WMI,20260722,1.49,1.49,1.465,1.47,152646
WMX,20260722,1.73,1.74,1.73,1.74,403313
WNR,20260722,0.007,0.007,0.007,0.007,0
WNX,20260722,0.055,0.056,0.055,0.055,27500
WOA,20260722,0.009,0.009,0.009,0.009,1115090
WOR,20260722,10.72,10.74,10.6,10.68,1227013
WOT,20260722,0.53,0.53,0.53,0.53,46
WOW,20260722,38.87,39.27,38.59,39.27,1420526
WPR,20260722,2.47,2.47,2.42,2.45,844012
WQG,20260722,2.06,2.06,2.03,2.03,263535
WRK,20260722,0.081,0.081,0.081,0.081,0
WRLD,20260722,23.59,23.59,23.57,23.57,53
WRX,20260722,0.023,0.024,0.023,0.024,113566
WSI,20260722,0.058,0.058,0.058,0.058,5287
WSR,20260722,0.006,0.006,0.006,0.006,0
WTC,20260722,33.47,34.1,33.01,33.84,2019418
WTL,20260722,0.1625,0.175,0.155,0.175,230326
WTM,20260722,0.46,0.52,0.46,0.495,1490249
WTN,20260722,2.2,2.2,2.2,2.2,0
WVOL,20260722,45.12,45.14,45.12,45.14,62712
WWG,20260722,0.315,0.315,0.285,0.29,7456
WWI,20260722,0.385,0.405,0.385,0.395,318409
WWIO,20260722,0.255,0.255,0.255,0.255,0
WWWW,20260722,14.28,14.28,14.28,14.28,0
WXHG,20260722,28.24,28.37,28.24,28.33,9462
WXOZ,20260722,49.5,49.51,49.4,49.42,2524
WYNC,20260722,25.65,25.65,25.65,25.65,8038
WYX,20260722,0.029,0.029,0.029,0.029,325000
WYXOA,20260722,0.007,0.007,0.007,0.007,0
WZR,20260722,0.021,0.0225,0.021,0.0225,7630306
X2M,20260722,0.004,0.004,0.004,0.004,0
X2MOA,20260722,0.002,0.002,0.002,0.002,0
XACJ,20260722,1142.592,1142.592,1142.592,1142.592,0
XACK,20260722,1557.923,1557.923,1557.923,1557.923,0
